,taxon_id,GCF_000002765.6_genus,GCF_000007345.1_genus,GCF_000012325.1_genus,GCF_000016525.1_genus,GCF_000063445.1_genus,GCF_000150955.2_genus,GCF_000204415.1_genus,GCF_000208865.1_genus,GCF_000967895.1_genus,GCF_001653755.1_genus,GCF_002287195.1_genus,GCF_002310855.1_genus,GCF_009362255.1_genus,GCF_030704535.1_genus,GCF_032362555.1_genus
Lobochlamys,195536.0,,,,,,,,,,,,,,4.761904761904762e-07,
Crustomastix,195966.0,,,,,,,,,,,,,,4.761904761904762e-07,
Schizocladia,196140.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Pelagibacter,198251.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Paramoeba,200890.0,,,,,,,,,,,,,,4.761904761904762e-07,
Amylocystis,202699.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Skermanella,204447.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gemmobacter,204456.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cadophora,210567.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Thiospirillum,212111.0,,,,,,,,,,,,,,4.761904761904762e-07,
Arcicella,217140.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phellinidium,218112.0,,,,,,,,,,,,,,4.761904761904762e-07,5.151515151515151e-06
Mastigocladopsis,221282.0,,,,,,,,,,,,,,4.761904761904762e-07,
Stigonema,221292.0,,,,,,,,,,,,,,4.761904761904762e-07,
Stephanopogon,238751.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sticholonche,240577.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Crinalium,241421.0,,,,,,,,,,,,,,4.761904761904762e-07,
Viennotia,244731.0,,,,,,,,,,,,,,4.761904761904762e-07,
Algoriphagus,246875.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Parachlorella,247501.0,,,,,,,,,,,,,,4.761904761904762e-07,
Caldanaerobacter,249529.0,,,,,,,,,,,,,,4.761904761904762e-07,
Newhousia,258580.0,,,,,,,,,,,,,,4.761904761904762e-07,
Kangiella,261963.0,,,,,,,,,,,,,,4.761904761904762e-07,
Crocosphaera,263510.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chondrocystis,268175.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfitibacter,293136.0,,,,,,,,,,,,,,4.761904761904762e-07,
Adhaeribacter,299566.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Dinoroseobacter,309512.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dactylellina,314122.0,,,,,,,,,,,,,,4.761904761904762e-07,2.121212121212121e-06
Cudoniella,315078.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Alkalibacillus,331654.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseicyclus,336277.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aureispira,365032.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Phycicoccus,367298.0,,,,,,,,,,,,,,4.761904761904762e-07,
Saccharata,371108.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mariprofundus,377315.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Brocadia,380240.0,,,,,,,,,,,,,,4.761904761904762e-07,
Boodleopsis,381414.0,,,,,,,,,,,,,,4.761904761904762e-07,
Brasilonema,383614.0,,,,,,,,,,,,,,4.761904761904762e-07,
Saccinobaculus,388027.0,,,,,,,,,,,,,,4.761904761904762e-07,
Puniceicoccus,388745.0,,,,,,,,,,,,,,4.761904761904762e-07,
Discoplastis,392845.0,,,,,,,,,,,,,,4.761904761904762e-07,
Flavisolibacter,398041.0,,,,,,,,,,,,,,4.761904761904762e-07,
Deefgea,400947.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfurivibrio,427922.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Reyranella,445219.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Thiohalophilus,445670.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ekhidna,447678.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Henriciella,453849.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloracidobacterium,458032.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Methanosphaerula,475087.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pullulanibacillus,475230.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermogymnomonas,482135.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ornithinibacillus,484508.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Azobacteroides,511434.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calditerrivibrio,545865.0,,,,,,,,,,,,,,4.761904761904762e-07,
Fructobacillus,559173.0,,,,,,,,,,,,,,4.761904761904762e-07,
Jaminaea,561108.0,,,,,,,,,,,,,,4.761904761904762e-07,1.818181818181818e-06
Zhouia,561555.0,,,,,,,,,,,,,,4.761904761904762e-07,
Marinoscillum,643701.0,,,,,,,,,,,,,,4.761904761904762e-07,
Siphonobacter,700450.0,,,,,,,,,,,,,,4.761904761904762e-07,
Anaerobacillus,704093.0,,,,,,,,,,,,,,4.761904761904762e-07,
Caldicoprobacter,715222.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Xylogone,756023.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Dentiscutata,756610.0,,,,,,,,,,,,,,4.761904761904762e-07,4.5454545454545455e-06
Millerozyma,766502.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Scheffersomyces,766733.0,,,,,,,,,,,,,,4.761904761904762e-07,1.818181818181818e-06
Yamadazyma,766765.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Apodiophrys,864283.0,,,,,,,,,,,,,,4.761904761904762e-07,
Parallela,871272.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rubricoccus,907202.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phocaeicola,909656.0,,,,,,,,,,,,,,4.761904761904762e-07,2.4242424242424244e-06
Granulicella,940557.0,,,,,,,,,,,,,,4.761904761904762e-07,
Litoreibacter,947567.0,,,,,,,,,,,,,,4.761904761904762e-07,
Fuscheria,990174.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mastigocoleus,996924.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phormidesmis,1005722.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pedosphaera,1032526.0,,,,,,,,,,,,,,4.761904761904762e-07,
Obba,1052683.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sandaracinus,1055688.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermanaerothrix,1077886.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hepatospora,1081667.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Nodosilinea,1120752.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hamadaea,1121254.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alpinimonas,1132766.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Mesotoga,1184396.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desertifilum,1185872.0,,,,,,,,,,,,,,4.761904761904762e-07,
Schizopora,1213737.0,,,,,,,,,,,,,,4.761904761904762e-07,2.4242424242424244e-06
Litorilinea,1215913.0,,,,,,,,,,,,,,4.761904761904762e-07,
Saprochaete,1232588.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Oceanicella,1233054.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseofilum,1233426.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mariniradius,1245590.0,,,,,,,,,,,,,,4.761904761904762e-07,
Vertebrata,1261581.0,,,,,,,,,,,,,,4.761904761904762e-07,
Spiribacter,1335745.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rosenbergiella,1356488.0,,,,,,,,,,,,,,4.761904761904762e-07,
Agaricicola,1364858.0,,,,,,,,,,,,,,4.761904761904762e-07,
Glutinoglossum,1390972.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Tardiphaga,1395974.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseibaca,1400060.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Contendobacter,1400859.0,,,,,,,,,,,,,,4.761904761904762e-07,
Domibacillus,1433999.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Naasia,1434022.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ornatilinea,1434028.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Symbiobacter,1436289.0,,,,,,,,,,,,,,4.761904761904762e-07,
Tabrizicola,1443919.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Gynuella,1445504.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomaricurvus,1458243.0,,,,,,,,,,,,,,4.761904761904762e-07,1.818181818181818e-06
Thermoflexus,1495649.0,,,,,,,,,,,,,,4.761904761904762e-07,
Tilletiopsis,1500560.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Ruminiclostridium,1508657.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfatiglans,1549126.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aetokthonos,1550243.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseimaritima,1579506.0,,,,,,,,,,,,,,4.761904761904762e-07,
Creneis,1591237.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microseira,1609595.0,,,,,,,,,,,,,,4.761904761904762e-07,
Lanmaoa,1629825.0,,,,,,,,,,,,,,4.761904761904762e-07,
Imperialibacter,1649461.0,,,,,,,,,,,,,,4.761904761904762e-07,
Permianibacter,1649479.0,,,,,,,,,,,,,,4.761904761904762e-07,
Tangfeifania,1649501.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rotundella,1656252.0,,,,,,,,,,,,,,4.761904761904762e-07,
Suigetsumonas,1673731.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermogutta,1676125.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sinirhodobacter,1751296.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Acidihalobacter,1765964.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bradymonas,1779136.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aquisalinus,1795639.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Moramonas,1805495.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomassariella,1812772.0,,,,,,,,,,,,,,4.761904761904762e-07,
Oceanivirga,1824856.0,,,,,,,,,,,,,,4.761904761904762e-07,
Lentimicrobium,1840214.0,,,,,,,,,,,,,,4.761904761904762e-07,
Naganishia,1851509.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-06
Symbiochloris,1853743.0,,,,,,,,,,,,,,4.761904761904762e-07,
Qipengyuania,1855416.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Mycolicibacterium,1866885.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Varunaivibrio,1866954.0,,,,,,,,,,,,,,4.761904761904762e-07,
Amphiamblys,1866960.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Candidatus Aegiribacteria,1870822.0,,,,,,,,,,,,,,4.761904761904762e-07,
Kovacikia,1874526.0,,,,,,,,,,,,,,4.761904761904762e-07,
Saitozyma,1890244.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Tokpelaia,1902578.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudorhizobium,1903858.0,,,,,,,,,,,,,,4.761904761904762e-07,
Diutina,1910789.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Candidatus Thiodiazotropha,1913444.0,,,,,,,,,,,,,,4.761904761904762e-07,
Senegalia,1924097.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bernardetia,1937972.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hugenholtzia,1937999.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rhodohalobacter,1974209.0,,,,,,,,,,,,,,4.761904761904762e-07,
Marasmitruncus,1987749.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alkalicoccus,2005375.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alkalispirochaeta,2024958.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dictyobacter,2024965.0,,,,,,,,,,,,,,4.761904761904762e-07,
Enterovirga,2026349.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudodesulfovibrio,2035811.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ghiorsea,2045304.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rostrostelium,2058188.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Candidatus Sulfotelmatobacter,2136116.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mangrovicoccus,2201383.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mangrovicella,2269381.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroparvula,2302916.0,,,,,,,,,,,,,,4.761904761904762e-07,
Jaagichlorella,2304164.0,,,,,,,,,,,,,,4.761904761904762e-07,
Blattamonas,2304349.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mediterraneibacter,2316020.0,,,,,,,,,,,,,,4.761904761904762e-07,
Indioceanicola,2478349.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rippkaea,2546365.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfocurvibacter,2582840.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Acidulodesulfobacterium,2597222.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Dormibacter,2599625.0,,,,,,,,,,,,,,4.761904761904762e-07,
Geomonas,2651583.0,,,,,,,,,,,,,,4.761904761904762e-07,
Leptothoe,2651725.0,,,,,,,,,,,,,,4.761904761904762e-07,
Oceanibium,2662142.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mesobacillus,2675231.0,,,,,,,,,,,,,,4.761904761904762e-07,
Metabacillus,2675233.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Galactobacter,2676121.0,,,,,,,,,,,,,,4.761904761904762e-07,
Salicibibacter,2685905.0,,,,,,,,,,,,,,4.761904761904762e-07,
Stenotrophobium,2689591.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Bandiella,2716172.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phragmitibacter,2717700.0,,,,,,,,,,,,,,4.761904761904762e-07,
Limnoglobus,2731450.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calidithermus,2747271.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudoleptotrichia,2755140.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sulfurimicrobium,2772198.0,,,,,,,,,,,,,,4.761904761904762e-07,
Putridiphycobacter,2772525.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gamsiella,2779868.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Candolleomyces,2791032.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aureliella,2795605.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bailinhaonella,2806742.0,,,,,,,,,,,,,,4.761904761904762e-07,
Coniosporium,2810619.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Facilibium,2820788.0,,,,,,,,,,,,,,4.761904761904762e-07,
Antarcticimicrobium,2824145.0,,,,,,,,,,,,,,4.761904761904762e-07,
Taishania,2849660.0,,,,,,,,,,,,,,4.761904761904762e-07,
Carbonactinospora,2864378.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermostichus,2881385.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudoprevotella,2884814.0,,,,,,,,,,,,,,4.761904761904762e-07,
Limnovirga,2888753.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nitrogeniibacter,2891294.0,,,,,,,,,,,,,,4.761904761904762e-07,
Flagellatimonas,2893022.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulforamulus,2916693.0,,,,,,,,,,,,,,4.761904761904762e-07,
Leptothermofonsia,2917830.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desertihabitans,2676837.0,,,,,,,,,,,,,,,0.0016036363636363637
Herbaspirillum,963.0,,,,,,,,,,,,,,,0.0002906060606060606
Candidatus Hodgkinia,573657.0,,,,,,,,,,,,,,,0.0002490909090909091
Francisella,262.0,,,,,,,,,,,,,,,0.00023818181818181818
Chlamydomyzium,485443.0,,,,,,,,,,,,,,,0.00017272727272727272
Scherffelia,3189.0,,,,,,,,,,,,,,,0.00014696969696969696
Piscirickettsia,1237.0,,,,,,,,,,,,,,,0.00011515151515151515
Pseudothioclava,2919093.0,,,,,,,,,,,,,,,9.060606060606061e-05
Acarposporophycos,2862750.0,,,,,,,,,,,,,,,5.0303030303030304e-05
Montagnia,2662031.0,,,,,,,,,,,,,,,4.939393939393939e-05
Solihabitans,2923368.0,,,,,,,,,,,,,,,4.151515151515152e-05
Papiliomyces,2741741.0,,,,,,,,,,,,,,,3.121212121212121e-05
Maricaulis,74317.0,,,,,,,,,,,,,,,3.0303030303030302e-05
Harpochytrium,109763.0,,,,,,,,,,,,,,,2.2424242424242424e-05
Pararhodobacter,1097465.0,,,,,,,,,,,,,,,2.2424242424242424e-05
Agilicoccus,2884223.0,,,,,,,,,,,,,,,1.4848484848484848e-05
Candidatus Nephrothrix,1659686.0,,,,,,,,,,,,,,,1.393939393939394e-05
Salinarimonas,690086.0,,,,,,,,,,,,,,,1.1515151515151515e-05
Sporisorium,63265.0,,,,,,,,,,,,,,,1.1212121212121212e-05
Anaplasma,768.0,,,,,,,,,,,,,,,7.272727272727272e-06
Shimia,573139.0,,,,,,,,,,,,,,,7.272727272727272e-06
Pseudomicrostroma,1981958.0,,,,,,,,,,,,,,,6.666666666666667e-06
Sistotremastrum,139133.0,,,,,,,,,,,,,,,5.4545454545454545e-06
Gluconacetobacter,89583.0,,,,,,,,,,,,,,,5.151515151515151e-06
Enterospora,1081670.0,,,,,,,,,,,,,,,5.151515151515151e-06
Hydnum,57133.0,,,,,,,,,,,,,,,4.5454545454545455e-06
Desulfocapsa,53318.0,,,,,,,,,,,,,,,4.242424242424242e-06
Exophiala,5583.0,,,,,,,,,,,,,,,3.636363636363636e-06
Aquifex,2713.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Pseudotulostoma,144540.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Magnetococcus,162171.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Meira,215251.0,,,,,,,,,,,,,,,3.3333333333333333e-06
Ehrlichia,943.0,,,,,,,,,,,,,,,3.0303030303030305e-06
Pichia,4919.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Tetrapisispora,113604.0,,,,,,,,,,,,,,,2.7272727272727272e-06
Amycolatopsis,1813.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Rhodococcus,1827.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Venturia,5024.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Fistulina,40456.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Peniophora,40463.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Vittaforma,42398.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Baudoinia,483074.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Anaerosalibacter,1347386.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Violaceomyces,1749039.0,,,,,,,,,,,,,,,2.4242424242424244e-06
Kuraishia,317045.0,,,,,,,,,,,,,,,2.121212121212121e-06
Grosmannia,360145.0,,,,,,,,,,,,,,,2.121212121212121e-06
Vanderwaltozyma,374469.0,,,,,,,,,,,,,,,2.121212121212121e-06
Cellulomonas,1707.0,,,,,,,,,,,,,,,1.818181818181818e-06
Nonomuraea,83681.0,,,,,,,,,,,,,,,1.818181818181818e-06
Scopulibacillus,442527.0,,,,,,,,,,,,,,,1.818181818181818e-06
Nephromyces,873537.0,,,,,,,,,,,,,,,1.818181818181818e-06
Angomonas,1003337.0,,,,,,,,,,,,,,,1.818181818181818e-06
Cucumibacter,1121251.0,,,,,,,,,,,,,,,1.818181818181818e-06
Chitinivorax,1433992.0,,,,,,,,,,,,,,,1.818181818181818e-06
Zoogloea,349.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Fischerella,1190.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Pseudonocardia,1847.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Sporolactobacillus,2077.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Epulopiscium,2383.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Dolosigranulum,29393.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Macrolepiota,34435.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Rhynchosporium,38037.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Jaapia,202696.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Gomphillus,248111.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Philasterides,282687.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Shinella,323620.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Terriglobus,392733.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Inhella,644355.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Xylona,1217823.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Parapusillimonas,1403714.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Lomentospora,1549750.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Halodesulfovibrio,1912771.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Hwanghaeella,2605940.0,,,,,,,,,,,,,,,1.5151515151515152e-06
Blastocladiella,4807.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Irpex,5318.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Scutellospora,27382.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Solieria,31448.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Lodderomyces,36913.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Wilcoxina,43429.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Polynucleobacter,44013.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Cordyceps,45234.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pyricularia,48558.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Thelephora,56489.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Cryptobia,62685.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Hygrophoropsis,72123.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Bacidia,93111.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Delitschia,100051.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Clathrus,112985.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Dichomitus,114154.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Pseudocercospora,131324.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Plicaturopsis,139389.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Oceanobacillus,182709.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Enhygromyxa,215802.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Thalassobaculum,526215.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Aromatoleum,551759.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Butyriboletus,1524449.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Kalmanozyma,1804794.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Longimonas,1829937.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Aliikangiella,1920241.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Drepanopeziza,2081418.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Abditibacterium,2109263.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Candidatus Nanosyncoccus,2171995.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Vineibacter,2903056.0,,,,,,,,,,,,,,,1.2121212121212122e-06
Myxococcus,32.0,,,,,,,,,,,,,,,9.09090909090909e-07
Bartonella,773.0,,,,,,,,,,,,,,,9.09090909090909e-07
Actinopolyspora,1849.0,,,,,,,,,,,,,,,9.09090909090909e-07
Neurospora,5140.0,,,,,,,,,,,,,,,9.09090909090909e-07
Sclerotinia,5179.0,,,,,,,,,,,,,,,9.09090909090909e-07
Schizophyllum,5333.0,,,,,,,,,,,,,,,9.09090909090909e-07
Arthrobotrys,13348.0,,,,,,,,,,,,,,,9.09090909090909e-07
Laccaria,29882.0,,,,,,,,,,,,,,,9.09090909090909e-07
Neolentinus,38797.0,,,,,,,,,,,,,,,9.09090909090909e-07
Daldinia,42360.0,,,,,,,,,,,,,,,9.09090909090909e-07
Brachybacterium,43668.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leucobacter,55968.0,,,,,,,,,,,,,,,9.09090909090909e-07
Furculomyces,61423.0,,,,,,,,,,,,,,,9.09090909090909e-07
Moesziomyces,63261.0,,,,,,,,,,,,,,,9.09090909090909e-07
Brenneria,71655.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pseudogymnoascus,78156.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leminorella,82980.0,,,,,,,,,,,,,,,9.09090909090909e-07
Parachlamydia,83551.0,,,,,,,,,,,,,,,9.09090909090909e-07
Hippea,84404.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dendryphion,84616.0,,,,,,,,,,,,,,,9.09090909090909e-07
Leucogyrophana,85978.0,,,,,,,,,,,,,,,9.09090909090909e-07
Nemania,109374.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dissoconium,112488.0,,,,,,,,,,,,,,,9.09090909090909e-07
Heliocybe,144548.0,,,,,,,,,,,,,,,9.09090909090909e-07
Myriangium,147569.0,,,,,,,,,,,,,,,9.09090909090909e-07
Fomitiporia,167346.0,,,,,,,,,,,,,,,9.09090909090909e-07
Ilyobacter,167639.0,,,,,,,,,,,,,,,9.09090909090909e-07
Gemmatimonas,173479.0,,,,,,,,,,,,,,,9.09090909090909e-07
Polytolypa,221427.0,,,,,,,,,,,,,,,9.09090909090909e-07
Oxalicibacterium,223927.0,,,,,,,,,,,,,,,9.09090909090909e-07
Cystoclonium,257570.0,,,,,,,,,,,,,,,9.09090909090909e-07
Nitratiruptor,269258.0,,,,,,,,,,,,,,,9.09090909090909e-07
Dictyocoela,279531.0,,,,,,,,,,,,,,,9.09090909090909e-07
Jiangella,281472.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pusillimonas (ex Stolz et al. 2005),305976.0,,,,,,,,,,,,,,,9.09090909090909e-07
Drechslerella,314126.0,,,,,,,,,,,,,,,9.09090909090909e-07
Panacagrimonas,381430.0,,,,,,,,,,,,,,,9.09090909090909e-07
Aplosporella,462253.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pelagibius,643951.0,,,,,,,,,,,,,,,9.09090909090909e-07
Polyplosphaeria,714959.0,,,,,,,,,,,,,,,9.09090909090909e-07
Litorimonas,1167830.0,,,,,,,,,,,,,,,9.09090909090909e-07
Aulographum,1176129.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pricia,1434034.0,,,,,,,,,,,,,,,9.09090909090909e-07
