,taxon_id,GCF_000002765.6_species,GCF_000007345.1_species,GCF_000012325.1_species,GCF_000016525.1_species,GCF_000063445.1_species,GCF_000150955.2_species,GCF_000204415.1_species,GCF_000208865.1_species,GCF_000967895.1_species,GCF_001653755.1_species,GCF_002287195.1_species,GCF_002310855.1_species,GCF_009362255.1_species,GCF_030704535.1_species,GCF_032362555.1_species
Halomicroarcula pellucida,1427151.0,,,,0.00019,,,,,,,,,,,
Methanobrevibacter millerae,230361.0,,,,0.00015,,,,,,,1.1724137931034483e-05,,,,
Methanofervidicoccus abyssi,2082189.0,,,,9e-05,,,,,,,,,,,
Methanobrevibacter thaueri,190975.0,,,,5e-05,,,,,,,,,,,
Methanobrevibacter oralis,66851.0,,,,4e-05,,,,,,,3.4482758620689656e-07,,,,
Methanobrevibacter woesei,190976.0,,,,3e-05,,,,,,,3.4482758620689656e-07,,,,
Methanobrevibacter sp. YE315,1609968.0,,,,3e-05,,,,,,,3.4482758620689656e-07,,,,
Clostridium septicum,1504.0,,,,1e-05,,,,,,,,,,,
Methanobrevibacter curvatus,49547.0,,,,1e-05,,,,,,,3.4482758620689656e-07,,,,
Methanobrevibacter filiformis,55758.0,,,,1e-05,,,,,,,3.4482758620689656e-07,,,,
Methanobrevibacter ruminantium,83816.0,,,,1e-05,,,,,,,6.896551724137931e-07,,,,
Methanobrevibacter gottschalkii,190974.0,,,,1e-05,,,,,,,,,,,
Methanobrevibacter sp. A27,1860099.0,,,,1e-05,,,,,,,,,,,
Dehalococcoidales bacterium,2026733.0,,,,1e-05,,,,,,,,,,4.761904761904762e-07,
Candidatus Anstonella stagnisolia,2885744.0,,,,1e-05,,,,,,,,,,,
Methanocella arvoryzae,1175445.0,,,,,0.92495,,,,,,,,,,
Methanococcus maripaludis,39152.0,,,,,0.00018,,,,,,,,,,
bacterium,1869227.0,,,,,9e-05,,2.5e-05,,,,,,,7.333333333333333e-05,3.3333333333333333e-06
uncultured marine group II/III euryarchaeote AD1000_09_E08,1457711.0,,,,,8e-05,,9e-05,,,,,,,,
Methanocella sp. CWC-04,2052831.0,,,,,6e-05,,,,,,,,,,9.09090909090909e-07
Candidatus Argoarchaeum ethanivorans,2608793.0,,,,,6e-05,,6e-05,,,,,,,,
Methanocella sp. PtaU1.Bin125,1811677.0,,,,,5e-05,,,,,,,,,,
Methanocella paludicola,570267.0,,,,,4e-05,,,,,,,,,,
Firmicutes bacterium HGW-Firmicutes-7,2013788.0,,,,,2e-05,,,,,,,,,,
Streptomyces xanthochromogenes,67384.0,,,,,1e-05,,,,,,,,,,
Methanocella conradii,1175444.0,,,,,1e-05,,,,,,,,,,
ANME-2 cluster archaeon,2056317.0,,,,,1e-05,,,,,,,,,,
Methanolinea sp.,2268143.0,,,,,1e-05,,,,,,,,,,
Phaeodactylum tricornutum,2850.0,,,,,,0.6512870641824129,,,7e-05,,,,,1.9047619047619047e-06,1.2121212121212122e-06
Fistulifera solaris,1519565.0,,,,,,0.0034200353099849705,,,,,,,,1.4285714285714286e-06,1.5151515151515152e-06
Nitzschia inconspicua,303405.0,,,,,,0.0011917059490048005,,,,,,,,2.3809523809523808e-06,2.4242424242424244e-06
Chaetoceros tenuissimus,426638.0,,,,,,0.0006133194020945692,,,,,,,,9.047619047619047e-06,4.242424242424242e-06
Pseudo-nitzschia multistriata,183589.0,,,,,,0.0005126305842103012,,,,,,,,9.523809523809523e-07,3.0303030303030305e-06
Fragilariopsis cylindrus,186039.0,,,,,,0.00033010943774542143,,2.1470945873892545e-06,,,,,,9.523809523809523e-07,2.121212121212121e-06
Thalassiosira oceanica,159749.0,,,,,,0.00028731971201789334,,,,,,,,4.7619047619047615e-06,7.878787878787878e-06
Thalassiosira pseudonana,35128.0,,,,,,0.00011531468458774516,,,,,,,,2.8571428571428573e-06,4.5454545454545455e-06
Phytophthora megakarya,4795.0,,,,,,3.251535655566399e-05,,,,,,,,,7.878787878787878e-06
Hyphopichia burtonii,717740.0,,,,,,9.18649478896083e-06,,,,,,,,9.523809523809523e-07,
Pelagomonas calceolata,35677.0,,,,,,7.494245748889099e-06,,,,,,,,5.7142857142857145e-06,5.4545454545454545e-06
Tribonema minus,303371.0,,,,,,6.768996160286928e-06,,,,,,,,1.1904761904761905e-05,1e-05
Emiliania huxleyi,2903.0,,,,,,6.527246297419538e-06,,,,,,,,1.619047619047619e-05,1.1818181818181819e-05
Ectocarpus siliculosus,2880.0,,,,,,4.955872188781501e-06,,,,,,,,5.7142857142857145e-06,1.2121212121212122e-06
Geosiphon pyriformis,50956.0,,,,,,4.834997257347806e-06,,,,,,,,1.4285714285714286e-06,7.272727272727272e-06
Phytophthora infestans,4787.0,,,,,,4.23062260017933e-06,,,,,,,,2.3809523809523808e-06,
Pythium insidiosum,114742.0,,,,,,4.109747668745635e-06,,,,,,,,4.2857142857142855e-06,8.484848484848485e-06
Schizosaccharomyces octosporus,4899.0,,,,,,3.7471228744445494e-06,,,,,,,,9.523809523809523e-07,1.2121212121212122e-06
Cystoisospora suis,483139.0,,,,,,3.7471228744445494e-06,,0.0003263583772831667,,,,,,8.571428571428571e-06,8.484848484848485e-06
Plasmopara halstedii,4781.0,,,,,,3.5053730115771593e-06,,,,,,,,1.4285714285714285e-05,1.2121212121212122e-06
Paenibacillus cymbidii,1639034.0,,,,,,3.384498080143464e-06,,,,,,,,,
Chrysochromulina tobinii,1460289.0,,,,,,3.1427482172760738e-06,,,,,,,,1.2857142857142857e-05,9.090909090909091e-06
Flavobacterium erciyesense,2825842.0,,,,,,3.1427482172760738e-06,,,,,,,,,
Tulasnella calospora,156515.0,,,,,,2.780123422974988e-06,,,,,,,,,
Halteria grandinella,5974.0,,,,,,2.659248491541293e-06,,,,,,,,5.2380952380952384e-06,3.0303030303030305e-06
Aphanomyces euteiches,100861.0,,,,,,2.659248491541293e-06,,,,,,,,2e-05,1.6666666666666667e-05
Nitrosomonadales bacterium,2026761.0,,,,,,2.659248491541293e-06,,,,,,,,,
Rhizophagus irregularis,588596.0,,,,,,2.538373560107598e-06,,3.578490978982091e-06,,,,,,4.0476190476190474e-05,1.0606060606060606e-05
Batrachochytrium salamandrivorans,1357716.0,,,,,,2.538373560107598e-06,,7.156981957964182e-07,,,,,,2.8571428571428573e-06,2.0303030303030303e-05
Ostreococcus tauri,70448.0,,,,,,2.2966236972402076e-06,,,,,,,,3.095238095238095e-05,3.636363636363636e-06
Thalassotalea agarivorans,349064.0,,,,,,2.2966236972402076e-06,,,,,,,,,
Ilumatobacter fluminis,467091.0,,,,,,2.2966236972402076e-06,,,,,,,,4.761904761904762e-07,
Ciceribacter naphthalenivorans,1118451.0,,,,,,2.2966236972402076e-06,,,,,,,,,
Guillardia theta,55529.0,,,,,,2.1757487658065125e-06,,,,,,,,2.1428571428571428e-05,2.121212121212121e-05
Rhodoferax koreense,1842727.0,,,,,,2.1757487658065125e-06,,,,,,,,,
Coemansia reversa,61392.0,,,,,,2.0548738343728175e-06,,,,,,,,2.3809523809523808e-06,4.242424242424242e-06
Aureococcus anophagefferens,44056.0,,,,,,1.9339989029391224e-06,,1.4313963915928364e-06,,,,,,9.523809523809523e-06,5.4545454545454545e-06
Polarella glacialis,89957.0,,,,,,1.8131239715054272e-06,,5.009887370574928e-06,,,,,,3.3333333333333333e-06,6.96969696969697e-06
Polaribacter sp. SA4-12,1312072.0,,,,,,1.8131239715054272e-06,,,,,,,,,
Desulfobulbus sp.,895.0,,,,,,1.692249040071732e-06,,,,,,,,,
Bifidobacterium bifidum,1681.0,,,,,,1.692249040071732e-06,,,,,,,,,
Sphingorhabdus lutea,1913578.0,,,,,,1.692249040071732e-06,,,,,,,,,
Saprolegnia diclina,112098.0,,,,,,1.5713741086380369e-06,,,,,,,,,3.0303030303030305e-07
Aquirufa rosea,2509241.0,,,,,,1.5713741086380369e-06,,,,,,,,,
Raphidocelis subcapitata,307507.0,,,,,,1.4504991772043418e-06,,,,,,,,3.380952380952381e-05,1.5151515151515152e-06
Acremonium chrysogenum,5044.0,,,,,,1.3296242457706466e-06,,,,,,,,,
Plasmodiophora brassicae,37360.0,,,,,,1.3296242457706466e-06,,7.156981957964182e-07,,,,,,8.571428571428571e-06,1.0606060606060606e-05
Phytophthora idaei,53986.0,,,,,,1.3296242457706466e-06,,,,,,,,1.9047619047619047e-06,2.121212121212121e-06
Streblomastix strix,222440.0,,,,,,1.3296242457706466e-06,,1.4313963915928364e-06,,,,,,1.4285714285714286e-06,6.363636363636363e-06
Kazachstania naganishii,588726.0,,,,,,1.3296242457706466e-06,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Isomucor trufemiae,1143281.0,,,,,,1.3296242457706466e-06,,,,,,,,,
Podila clonocystis,979688.0,,,,,,1.2087493143369515e-06,,,,,,,,,
Marinobacter halotolerans,1569211.0,,,,,,1.2087493143369515e-06,,,,,,,,,
Phytophthora cactorum,29920.0,,,,,,1.0878743829032563e-06,,,,,,,,3.8095238095238094e-06,5.4545454545454545e-06
Achlya hypogyna,1202772.0,,,,,,1.0878743829032563e-06,,,,,,,,4.7619047619047615e-06,9.09090909090909e-07
Aeromonas sobria,646.0,,,,,,9.669994514695612e-07,,,,,,,,,
Dunaliella salina,3046.0,,,,,,9.669994514695612e-07,,,,,,,,4.190476190476191e-05,4.242424242424242e-06
Saprolegnia parasitica,101203.0,,,,,,9.669994514695612e-07,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Corynebacterium resistens,258224.0,,,,,,9.669994514695612e-07,,,,,,,,,
Tropicimonas isoalkanivorans,441112.0,,,,,,9.669994514695612e-07,,,,,,,,,
Motiliproteus sp. MSK22-1,1897630.0,,,,,,9.669994514695612e-07,,,,,,,,,
Rhizobiaceae bacterium,1913961.0,,,,,,9.669994514695612e-07,,,,,,,,,
Diacronema lutheri,2081491.0,,,,,,9.669994514695612e-07,,,,,,,,1.6666666666666667e-05,8.181818181818181e-06
Iningainema tapete,2806730.0,,,,,,9.669994514695612e-07,,,,,,,,,
Aphanomyces invadans,157072.0,,,,,,8.46124520035866e-07,,,,,,,,3.3333333333333333e-06,2.4242424242424244e-06
Thermomonas carbonis,1463158.0,,,,,,8.46124520035866e-07,,,,,,,,,
Thiotrichales bacterium,2026796.0,,,,,,8.46124520035866e-07,,,,,,,,,
Microchloropsis salina,2511165.0,,,,,,8.46124520035866e-07,,,,,,,,2.3809523809523808e-06,3.0303030303030305e-07
Thermoanaerobaculia bacterium,2651171.0,,,,,,8.46124520035866e-07,,,,,,,,4.761904761904762e-07,
Taphrina deformans,5011.0,,,,,,7.252495886021709e-07,,,,,,,,4.761904761904762e-07,2.121212121212121e-06
Pythium oligandrum,41045.0,,,,,,7.252495886021709e-07,,,,,,,,5.7142857142857145e-06,4.242424242424242e-06
Ostreobium quekettii,121088.0,,,,,,7.252495886021709e-07,,,,,,,,7.380952380952382e-05,6.363636363636363e-06
Rhizoclosmatium globosum,329046.0,,,,,,7.252495886021709e-07,,,,,,,,2.3809523809523808e-06,1e-05
Psilocybe cyanescens,93625.0,,,,,,6.043746571684758e-07,,,,,,,,,
Lindgomyces ingoldianus,673940.0,,,,,,6.043746571684758e-07,,,,,,,,1.4285714285714286e-06,3.0303030303030305e-07
Diversispora epigaea,1348612.0,,,,,,6.043746571684758e-07,,3.578490978982091e-06,,,,,,,3.0303030303030305e-06
Trebouxia sp. A1-2,2608996.0,,,,,,6.043746571684758e-07,,,,,,,,9.952380952380952e-05,4.848484848484849e-06
Curvibacter sp. CHRR-16,2835872.0,,,,,,6.043746571684758e-07,,,,,,,,,
Porospora cf. gigantea B,2853592.0,,,,,,6.043746571684758e-07,,,,,,,,9.523809523809523e-07,3.3333333333333333e-06
Isochrysis sp.,40639.0,,,,,,4.834997257347806e-07,,,,,,,,,
Nannochloropsis gaditana,72520.0,,,,,,4.834997257347806e-07,,,,,,,,9.523809523809523e-07,2.121212121212121e-06
Ceraceosorus bombacis,401625.0,,,,,,4.834997257347806e-07,,,,,,,,,
Thalassospira sp. HJ,1616823.0,,,,,,4.834997257347806e-07,,,,,,,,,
Piptocephalis cylindrospora,1907219.0,,,,,,4.834997257347806e-07,,,,,,,,3.8095238095238094e-06,7.272727272727272e-06
Hyphomicrobiales bacterium,1909294.0,,,,,,4.834997257347806e-07,,,,,,,,1.4285714285714286e-06,6.060606060606061e-07
Leptospira levettii,2023178.0,,,,,,4.834997257347806e-07,,,,,,,,,
Flavobacterium luteum,2026654.0,,,,,,4.834997257347806e-07,,,,,,,,,
Oceanospirillum sp. D5,2760088.0,,,,,,4.834997257347806e-07,,,,,,,,,
Enterococcus faecium,1352.0,,,,,,3.6262479430108546e-07,,,,,,,,8.904761904761905e-05,0.0002612121212121212
Symbiodinium microadriaticum,2951.0,,,,,,3.6262479430108546e-07,,2.1470945873892545e-06,,,,,,9.523809523809523e-06,1.303030303030303e-05
Bremia lactucae,4779.0,,,,,,3.6262479430108546e-07,,,,,,,,1.4285714285714286e-06,3.0303030303030305e-06
Acanthamoeba castellanii,5755.0,,,,,,3.6262479430108546e-07,,7.156981957964182e-07,,,,,,2.7142857142857144e-05,3.090909090909091e-05
Babesia bigemina,5866.0,,,,,,3.6262479430108546e-07,,,,,,,,,1.818181818181818e-06
Sclerotium cepivorum,38492.0,,,,,,3.6262479430108546e-07,,,,,,,,,
Eremothecium sinecaudum,45286.0,,,,,,3.6262479430108546e-07,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Dethiosulfovibrio peptidovorans,47055.0,,,,,,3.6262479430108546e-07,,,,,,,,,
Albugo laibachii,653948.0,,,,,,3.6262479430108546e-07,,,,,,,,4.7619047619047615e-06,6.060606060606061e-06
Ectocarpus sp. CCAP 1310/34,867726.0,,,,,,3.6262479430108546e-07,,,,,,,,2.3809523809523808e-06,3.0303030303030305e-06
Flagelloscypha sp. PMI_526,1485228.0,,,,,,3.6262479430108546e-07,,,,,,,,9.523809523809523e-07,9.09090909090909e-07
Tichowtungia aerotolerans,2697043.0,,,,,,3.6262479430108546e-07,,,,,,,,,
Geomesophilobacter sediminis,2798584.0,,,,,,3.6262479430108546e-07,,,,,,,,,
Strepomyces sp. STD 3.1,2909666.0,,,,,,3.6262479430108546e-07,,,,,,,,,
Pseudomonas aeruginosa,287.0,,,,,,2.417498628673903e-07,,,2e-05,,,,,2.8571428571428573e-06,0.0017593939393939393
Sutterella wadsworthensis,40545.0,,,,,,2.417498628673903e-07,,,,,,,,,
Actinomortierella wolfii,90253.0,,,,,,2.417498628673903e-07,,,,,,,,1.4285714285714286e-06,9.09090909090909e-07
Postia placenta,104341.0,,,,,,2.417498628673903e-07,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Symbiodinium sp. KB8,230985.0,,,,,,2.417498628673903e-07,,7.156981957964182e-07,,1e-05,,,,6.666666666666667e-06,2.0303030303030303e-05
Desulfatirhabdium butyrativorans,340467.0,,,,,,2.417498628673903e-07,,,,,,,,9.523809523809523e-07,
Blastocystis sp. subtype 1,944036.0,,,,,,2.417498628673903e-07,,,,,,,,2.3809523809523808e-06,1.818181818181818e-06
Wickerhamomyces mucosus,1378264.0,,,,,,2.417498628673903e-07,,,,,,,,9.523809523809523e-07,1.818181818181818e-06
Chlamydomonas sp. UWO 241,1653778.0,,,,,,2.417498628673903e-07,,,,,,,,4e-05,5.757575757575758e-06
Planoprotostelium fungivorum,1890364.0,,,,,,2.417498628673903e-07,,1.4313963915928364e-06,,,,,,2e-05,2.6969696969696968e-05
Pontixanthobacter aquaemixtae,1958940.0,,,,,,2.417498628673903e-07,,,,,,,,,
Nothophytophthora sp. Chile5,2483409.0,,,,,,2.417498628673903e-07,,2.8627927831856727e-06,,,,,,2.3809523809523808e-06,
Nibricoccus aquaticus,2576891.0,,,,,,2.417498628673903e-07,,,,,,,,,
Mucilaginibacter agri,2695265.0,,,,,,2.417498628673903e-07,,,,,,,,,
Neorhizobium galegae,399.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Porphyra umbilicalis,2786.0,,,,,,1.2087493143369515e-07,,,,,,,,1.1428571428571429e-05,3.939393939393939e-06
Cylindrotheca closterium,2856.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Chlorella sorokiniana,3076.0,,,,,,1.2087493143369515e-07,,,,,,,,4.238095238095238e-05,2.121212121212121e-06
Kluyveromyces marxianus,4911.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Yarrowia lipolytica,4952.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
Monascus purpureus,5098.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Ascosphaera apis,5105.0,,,,,,1.2087493143369515e-07,,,,,,,,9.523809523809523e-07,1.5151515151515152e-06
Cryptococcus depauperatus,5208.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Alternaria alternata,5599.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Trypanosoma vivax,5699.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Theileria equi,5872.0,,,,,,1.2087493143369515e-07,,1.4313963915928364e-06,,,,,,4.761904761904762e-07,6.060606060606061e-07
Neospora caninum,29176.0,,,,,,1.2087493143369515e-07,,0.42456147382298065,,,,,,9.523809523809523e-07,3.0303030303030305e-07
Perkinsus marinus,31276.0,,,,,,1.2087493143369515e-07,,,,,,,,,5.151515151515151e-06
Porphyridium purpureum,35688.0,,,,,,1.2087493143369515e-07,,7.156981957964182e-07,,,,,,3.285714285714286e-05,8.787878787878788e-06
Erythrobacter litoralis,39960.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Penicillium italicum,40296.0,,,,,,1.2087493143369515e-07,,,,,,,,3.8095238095238094e-06,
Auriscalpium vulgare,40419.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Pycnococcus provasolii,41880.0,,,,,,1.2087493143369515e-07,,,,,,,,8.285714285714286e-05,4.5454545454545455e-06
Suillus decipiens,48569.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
Calocera viscosa,63146.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Haslea ostrearia,67476.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Nitrospira sp.,70125.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Lactarius volemus,71967.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Stachybotrys elegans,80388.0,,,,,,1.2087493143369515e-07,,,,,,,,,1.818181818181818e-06
Trichosporon asahii,82508.0,,,,,,1.2087493143369515e-07,,,,,,,,5.7142857142857145e-06,6.060606060606061e-07
Serpula lacrymans,85982.0,,,,,,1.2087493143369515e-07,,,,,,,,9.523809523809523e-07,9.09090909090909e-07
Amanita brunnescens,87326.0,,,,,,1.2087493143369515e-07,,,,,,,,9.523809523809523e-07,6.060606060606061e-07
Sanghuangporus baumii,108892.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Catenaria anguillulae,109876.0,,,,,,1.2087493143369515e-07,,,,,,,,3.3333333333333333e-06,8.787878787878788e-06
Myochromella boudieri,117066.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Spizellomyces sp. 'palustris',117820.0,,,,,,1.2087493143369515e-07,,,,,,,,1.4285714285714286e-06,6.060606060606061e-07
Alternaria tenuissima,119927.0,,,,,,1.2087493143369515e-07,,,,,,,,,6.060606060606061e-07
Plasmopara viticola,143451.0,,,,,,1.2087493143369515e-07,,,,,,,,1.9047619047619047e-06,3.0303030303030305e-07
Chilodonella uncinata,151077.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Russula ochroleuca,152965.0,,,,,,1.2087493143369515e-07,,,,,,,,,1.2121212121212122e-06
Pinguiococcus pyrenoidosus,172671.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Gordonia paraffinivorans,175628.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pisolithus microcarpus,178872.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Pluteus cervinus,181527.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
Fragilariopsis kerguelensis,186038.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Melampsora larici-populina,203908.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,
Collozoum inerme,238794.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Wallemia ichthyophaga,245174.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Phaffia rhodozyma,264483.0,,,,,,1.2087493143369515e-07,,,,,,,,2.3809523809523808e-06,3.636363636363636e-06
Oceanimonas smirnovii,264574.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Nitzschia thermalis,265528.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Catellatospora bangladeshensis,310355.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pseudozyma hubeiensis,327079.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
uncultured Fusarium,369572.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Rubritalea squalenifaciens,407226.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pseudobdellovibrio exovorus,453816.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Babesia sp. Xinjiang,462227.0,,,,,,1.2087493143369515e-07,,7.156981957964182e-07,,,,,,,6.060606060606061e-07
Hemiselmis andersenii,464988.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Micractinium conductrix,554055.0,,,,,,1.2087493143369515e-07,,,,,,,,3.809523809523809e-05,6.96969696969697e-06
Symbiodinium sp. CCMP2592,631055.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Salpingoeca rosetta,946362.0,,,,,,1.2087493143369515e-07,,,,,,,,1.1904761904761905e-05,0.00012575757575757575
Zymoseptoria tritici,1047171.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pseudorhodobacter antarcticus,1077947.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Gonapodya prolifera,1123529.0,,,,,,1.2087493143369515e-07,,,,,,,,7.142857142857143e-06,1.696969696969697e-05
Paramicrosporidium saccamoebae,1246581.0,,,,,,1.2087493143369515e-07,,,,,,,,7.619047619047619e-06,5.4545454545454545e-06
Sodiomyces alkalinus,1302862.0,,,,,,1.2087493143369515e-07,,,,,,,,,6.060606060606061e-07
Perkinsela sp. CCAP 1560/4,1314962.0,,,,,,1.2087493143369515e-07,,,,,,,,1.9047619047619047e-06,1.2121212121212122e-06
Modicella reniformis,1440133.0,,,,,,1.2087493143369515e-07,,,,,,,,1.9047619047619047e-06,3.0303030303030305e-07
Pythium brassicum,1485010.0,,,,,,1.2087493143369515e-07,,,,,,,,7.619047619047619e-06,3.636363636363636e-06
Chitinivibrio alkaliphilus,1505232.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Conticribra weissflogii,1577725.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
Limibacillus halophilus,1579333.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pelagibacterium sp. SCN 64-44,1660125.0,,,,,,1.2087493143369515e-07,,,,,,,,,3.0303030303030305e-07
Candidatus Providencia siddallii,1715285.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Cantharellus anzutake,1750568.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,
Desulfurobacterium indicum,1914305.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Parendozoicomonas haliclonae,1960125.0,,,,,,1.2087493143369515e-07,,,,,,5e-06,,4.761904761904762e-07,
Aspergillus sp. HF37,1960876.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,
Parerythrobacter lutipelagi,1964208.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49,1973900.0,,,,,,1.2087493143369515e-07,,,,,,,,4.761904761904762e-07,
Gammaproteobacteria bacterium TMED163,1986739.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Alphaproteobacteria bacterium MarineAlpha3_Bin5,2013071.0,,,,,,1.2087493143369515e-07,,,,,,,,,1.5151515151515152e-06
Malassezia vespertilionis,2020962.0,,,,,,1.2087493143369515e-07,,,,,,,,9.523809523809523e-07,1.5151515151515152e-06
Virgibacillus profundi,2024555.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Pararhizobium haloflavum,2037914.0,,,,,,1.2087493143369515e-07,,,,,,,,,1.818181818181818e-06
Halobacterium litoreum,2039234.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Hondaea fermentalgiana,2315210.0,,,,,,1.2087493143369515e-07,,,,,,,,9.523809523809523e-06,1.1818181818181819e-05
Endogone sp. FLAS-F59071,2340872.0,,,,,,1.2087493143369515e-07,,,,,,,,2.3809523809523808e-06,3.3333333333333333e-06
Tropicimonas sp. IMCC6043,2510645.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Glycocaulis profundi,2518983.0,,,,,,1.2087493143369515e-07,,,,,,,,1.9047619047619046e-05,9.09090909090909e-07
Pseudomonas akapageensis,2609961.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Entomobacter blattae,2762277.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Ktedonobacter sp. SOSP1-52,2778366.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Devosia sediminis,2798801.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Vogesella sp. XCS3,2877939.0,,,,,,1.2087493143369515e-07,,,,,,,,,
Methanothrix soehngenii,2223.0,,,,,,,0.61558,,,,,,,,
Methanosaeta sp. PtaB.Bin005,1811683.0,,,,,,,0.00565,,,,,,,,
Methanothrix sp.,90426.0,,,,,,,0.005505,,,,,,,,3.0303030303030305e-07
Methanosaeta sp. PtaU1.Bin060,1811688.0,,,,,,,0.00027,,,,,,,,
Methanosaeta sp. PtaU1.Bin112,1811689.0,,,,,,,0.000145,,,,,,,,
Euryarchaeota archaeon ADurb.Bin190,1852877.0,,,,,,,8.5e-05,,,,,,,,
Methanosaeta sp. PtaB.Bin018,1811684.0,,,,,,,6e-05,,,,,,,,
Smithella sp. SC_K08D17,1487949.0,,,,,,,4e-05,,,,,,,,
Dehalococcoidia bacterium,2026734.0,,,,,,,4e-05,,,,,,,9.523809523809523e-07,
Halocalculus aciditolerans,1383812.0,,,,,,,3.5e-05,,,,,,,,
Methanosaeta sp. NSM2,1917473.0,,,,,,,3e-05,,,,,,,,
Methanofollis tationis,81417.0,,,,,,,1.5e-05,,,,,,,,
Botrimarina hoheduenensis,2528000.0,,,,,,,1.5e-05,,,,,,,,
Methanothrix thermoacetophila,2224.0,,,,,,,1e-05,,,,,,,,
Palaeococcus ferrophilus,83868.0,,,,,,,5e-06,,,,,,,,
Desulfatibacillum alkenivorans,259354.0,,,,,,,5e-06,,,,,,,,
Halovenus aranensis,890420.0,,,,,,,5e-06,,,,,,,,
Methanosaeta sp. PtaB.Bin087,1811690.0,,,,,,,5e-06,,,,,,,,
Syntrophorhabdus sp. PtaB.Bin027,1811699.0,,,,,,,5e-06,,,,,,,,
bacterium ADurb.Bin374,1866937.0,,,,,,,5e-06,,,,,,,,
Methanosaeta sp. ASP1-2,1917476.0,,,,,,,5e-06,,,,,,,,
Candidatus Riflebacteria bacterium HGW-Riflebacteria-2,2013830.0,,,,,,,5e-06,,,,,,,,
Candidatus Atribacteria bacterium,2053509.0,,,,,,,5e-06,,,,,,,,
Toxoplasma gondii,5811.0,,,,,,,,0.005560974981338169,,,,,,9.523809523809523e-07,5.151515151515151e-06
Cyclospora cayetanensis,88456.0,,,,,,,,4.580468453097076e-05,,,,,,1.4285714285714286e-06,2.7272727272727272e-06
