superkingdom,kingdom,phylum,class,order,family,genus,species,tax_id
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hoaglandella,Candidatus Hoaglandella endobia,1778263
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Santiria,Santiria apiculata,246370
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella rubra,262757
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Geotrupidae,Geotrupes,Geotrupes spiniger,295525
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,615
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,623
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Polysphaeria,Polysphaeria parvifolia,164466
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Athetis,Athetis dissimilis,1737331
Eukaryota,Metazoa,Arthropoda,Insecta,Strepsiptera,Xenidae,,Xenidae sp. ESpe1,2548340
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus nematophila,628
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,632
Bacteria,Pseudomonadati,Kiritimatiellota,Kiritimatiellia,,,,Kiritimatiellia bacterium,2212473
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. DH1,2605695
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Zerene,Zerene cesonia,33412
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,645
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Asilidae,Tolmerus,Tolmerus cingulatus,2884231
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius numata,33419
Eukaryota,Metazoa,Arthropoda,Insecta,Plecoptera,Nemouridae,Protonemura,Protonemura montana,2884235
Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,426638
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,287375
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina calcarata,156304
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Exephanes,Exephanes ischioxanthus,2884240
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasippa,Lasippa illigera,2777746
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Phylloxeridae,Daktulosphaira,Daktulosphaira vitifoliae,58002
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,Eufriesea mexicana,516756
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium angustum,661
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia decempunctata,115343
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius erato,33431
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma guineensis,393876
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Celastrales,Celastraceae,Tripterygium,Tripterygium hypoglaucum,205465
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer palmatum,66201
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,666
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Engelhardia,Engelhardia roxburghiana,139932
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,115357
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,670
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi,669
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,672
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Schlechtendalia,Schlechtendalia luzulifolia,41633
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre,66205
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza glabra,49827
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Biston,Biston betularia,82595
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium punctulatus,164514
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius sara,33443
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia pomonella,82600
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Acorales,Acoraceae,Acorus,Acorus tatarinowii,123564
Eukaryota,Metazoa,Mollusca,Gastropoda,,Planorbidae,Anisus,Anisus vortex,271030
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster schantungensis,2704055
Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Cupressales,Cupressaceae,Juniperus,Juniperus communis,58039
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta malinellus,33466
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Lapara,Lapara coniferarum,82619
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. MT41,58049
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,164546
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36,58051
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus sp. 2-GBenrich,1884871
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,715
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica balteata,107213
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,727
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,729
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia mimosarum,312026
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. SA4-10,754397
Bacteria,Bacillati,Cyanobacteriota,,,,,Leptolyngbyaceae cyanobacterium SU_3_3,2720479
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Glaesserella,Glaesserella parasuis,738
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,747
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Amyelois,Amyelois transitella,680683
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptophobia,Leptophobia aripa,320235
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma sp. Wen 12461,2908915
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ampulicidae,Ampulex,Ampulex compressa,860918
Eukaryota,Metazoa,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Ephemera,Ephemera danica,1049336
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum stenotomum,172797
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,Ardisia solanacea,1073919
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,774
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron williamsianum,262921
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Anthribidae,,Anthribidae gen. sp. 4 SM-2016,1819405
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Melyridae,Malachius,Malachius bipustulatus,295700
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella wandonensis,1442586
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Epistrophe,Epistrophe grossulariae,1352479
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albimonas,Albimonas pacifica,1114924
Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris extrusa,172846
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Boryaceae,Borya,Borya sphaerocephala,213819
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Emmelina,Emmelina monodactyla,467774
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio scandens,189247
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,Ajuga chamaepitys,49984
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa troglodytarum,320322
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces fumigatiscleroticus,66371
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,Platanus x hispanica,140101
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole morrisii,615237
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta europaea,41803
Eukaryota,Metazoa,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea baltica,82763
Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella polycephala,41804
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 2.H.T.1A.8,1483598
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 2.H.T.1A.6,1483599
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 2.H.A.1B.4,1483600
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 1.H.A.2.2,1483601
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 1.H.T.1A.1,1483602
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 2.H.T.1A.3,1483597
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. 2.H.T.1A.15,1483596
Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Oceanirhabdus,Oceanirhabdus sp. W0125-5,2999116
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Hammondia,Hammondia hammondi,99158
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Hammondia,Hammondia heydorni,99159
Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,851
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,Lippia alba,320345
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,Toona,Toona sinensis,443222
Archaea,,,,,,,uncultured archaeon,115547
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp. T82-4,1794908
Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,856
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. C1,1737566
Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,860
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna separata,271217
Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Ruflodivirus,Ruflodivirus deformatiorudbeckiae,3048307
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio xuthus,66420
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza uralensis,74613
Eukaryota,Metazoa,Arthropoda,Insecta,Megaloptera,Sialidae,Sialis,Sialis lutaria,279420
Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,181123
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum,107401
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium lacus,877455
Eukaryota,Metazoa,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,Sisyra nigra,279440
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius acco,213905
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa rugosa,74645
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius acdestis,213909
Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,,Bernardetiaceae bacterium,2802581
Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,Caulimovirus venafragariae,3048344
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa chinensis,74649
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius andreji,213913
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Endomychidae,Endomychus,Endomychus coccineus,295833
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,Campaea margaritaria,934813
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,,,Alteromonadales bacterium TW-7,156578
Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Badnavirus betacolocalasiae,3048355
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Agdestidaceae,Agdestis,Agdestis clematidea,115620
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra tragopoginis,689058
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma,Perizoma flavofasciatum,934819
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,Tribolium madens,41895
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis leucophaearia,934821
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,689061
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Anticlea,Anticlea derivata,934824
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta siterata,934828
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Crocallis,Crocallis elinguaria,934829
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius epaphus,213934
Viruses,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,,Bos-associated insect adintovirus,2597806
Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Terebella,Terebella lapidaria,1131437
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula portenschlagiana,361394
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salsola,Salsola collina,525237
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe tristata,934838
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis prunata,934839
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia abbreviata,934840
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix suchowensis,1278906
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,955
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia centaureata,934844
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia dodoneata,934845
Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter anaerophilus,877500
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia exiguata,934847
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius nomion,213955
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronicastrum,Veronicastrum sibiricum,74695
Eukaryota,Metazoa,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,Ladona fulva,123851
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia tripunctaria,934860
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia vulgata,934866
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Horisme,Horisme vitalbata,934869
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium flevense,983
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea fontana,99289
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius tenedius,213978
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus suber,58331
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,Parnassius tianschanicus,213980
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer yangbiense,1000413
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,230361
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Ligdia,Ligdia adustata,934875
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Lobophora,Lobophora halterata,934876
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Opisthograptis,Opisthograptis luteolata,934882
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rehmannia,Rehmannia glutinosa,99300
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,Sitodiplosis,Sitodiplosis mosellana,263140
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Philereme,Philereme vetulata,934888
Bacteria,Bacillati,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,,Caldilineaceae bacterium,2614250
Bacteria,Pseudomonadati,Caldisericota,Caldisericia,Caldisericales,,,Caldisericales bacterium,2614251
Eukaryota,Fungi,Microsporidia,,,,Dictyocoela,Dictyocoela muelleri,279532
Eukaryota,,Oomycota,,Pythiales,Pythiaceae,Globisporangium,Globisporangium splendens,82926
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia,Avicennia marina,82927
Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Diphysciales,Diphysciaceae,Diphyscium,Diphyscium foliosum,82928
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,Selenia dentaria,934894
Eukaryota,,Ciliophora,Litostomatea,Haptorida,Acropisthiidae,Fuscheria,Fuscheria nodosa,2049010
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Duparquetia,Duparquetia orchidacea,508915
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera obeliscata,934896
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe spadicearia,934904
Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,Jeotgalibaca arthritidis,1868794
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Camptogramma,Camptogramma bilineatum,934908
Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium sp. 1 JS-2013,1410047
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Ampelocissus,Ampelocissus gracilis,345087
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna subterranea,115715
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,Ampelopsis aconitifolia,345092
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Apeira,Apeira syringaria,934915
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias arborea,345093
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias cantoniensis,345095
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias chaffanjonii,345096
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Aplocera,Aplocera efformata,934917
Eukaryota,Metazoa,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Brachyptera,Brachyptera putata,2065413
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,Ampelopsis glandulosa,345099
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias hypoglauca,345100
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,Ampelopsis cordata,345097
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Chesias,Chesias legatella,934925
